Comentarios,Clas
"No hay ventilación en las habitaciones traseras, a pesar de que la ciudad sea fría las habitaciones necesitan un sistema de ventilación porque todo el aire solo circula en el mismo espacio de la habitación y no es agradable además de eso hay mucho ruido durante la madruga y la mañana",Negativos
"La cama no es grande las unen y las hacen pasar por extra grandes. La estufa no servía. Aunque las arreglaron 
Los implementos de cocina solo hay que solicitarlos porque no está equipada , no debería llamarse apartasuites sino habitación con estufa y lavaplatos 
El parqueadero después de reservar te informan que no se puede auto grande , aunque hay estacionamientos cerca te toca pagarlos",Negativos
"Sin TV, si baño privado, ni al menos una toalla de uso personal. Pésimo todo",Negativos
"El cuarto que me tocó era en el último rincón y olía a humedad, el personal de la cocina en el desayuno estuvo deficiente, mala atención y el desayuno bastante basico.",Negativos
"A media noche desde la recepción pusieron música muy alta y no podíamos dormir, nos tocó quejarnos para que la apagaran. El agua caliente que sale de la ducha es mínima",Negativos
"WiFi muy inestable, dificultad con la televisión, no tiene parqueadero",Negativos
"El baño no estaba limpio , la cama para dos personas es muy pequeña de 1.00 ancho",Negativos
"se siente mucho el ruido de la avenida, más cuando pasan camiones, y la habitación no es oscura.
El hotel se mueve un poco",Negativos
"Me toco en el piso 4 no hay ascensor, las paredes deterioradas y sucias, las toallas curtidas.",Negativos
"La habitación olía muchísimo a Clorox,en la madrugada había mucho ruido y música,nta me había hospedado anteriormente pero está vez la atención y la habitación pesima, sin duda no volvería a quedarme.",Negativos
No atendieron a cabalidad las necesidades en cuanto a cobijas.,Negativos
"sin agua caliente algunos días 
habitación muy clara poca oscuridad 
chapa de puerta dañada",Negativos
"No me dieron informacion completa al inicio del hospedaje sobre las zonaa humedas y no las pude usar, me cambiaron la habitacion, en general, esperaba mas.",Negativos
"•La bulla, no dejan dormir, demasiada música no pude dormir en lo absoluto.
• el precio aumento 
• el trato del personal no me gusto no son nada amables.
• para el precio no me gusto 
• misteriosamente mi maleta cambio de clave mientras hacían el aseo, no se me perdió nada pero mi maleta cambió de clave después de intentar mucho lo logre abrir. Y vi otros comentarios al parecer como que hay un ladrón en el personal. 
No me gusto realmente ahí solo Rescató la ubicación teusaquillo es un buen sector",Negativos
"No había televisión, el internet se caía, el jacuzzi no funciona, en la habitación hace mucho frío y la cama es muy dura",Negativos
"Las puertas eran tipo cortina, se podía escuchar a los otros huéspedes",Negativos
"Nunca funcionó el Internet
No hay teléfono, en la recepción te dan un WhatsApp para comunicarte pero nunca te lo responden.
Las almohadas son de pésima calidad, terribles.
Salí a las 5 a.m. y a esa hora no hubo agua caliente en la ducha.",Negativos
"Instalaciones viejas, cama. Dura, Tina dañada, sin aire acondicionado",Negativos
"No me gusto el trato de la recepción, muy antipática. Además que pensamos que eran dos habitaciones cama doble con baño y solo una tenía baño… la que no tenía baño olía feo y fueron dos días ! Nunca tendieron camas ni asearon las habitacines, la habitación pequeña olí todo el tiempo a feo",Negativos
Se escucha todo lo de las demás habitaciones y de la recepción. Mejorar la acústica,Negativos
"Nunca había pagado por DES-DESCANSAR, altísimo volumen de rap con la misma melodía, la gente a media noche hablando durísimo, sábanas sucias, el olor a María se siente al tope. Si usted no quiere dormir bien le recomiendo este lugar.",Negativos
Me presente al Hotel a la horta acordada y dijeron que no me aceptaban la reserva y luego me informan en la plataforma que no me presente.,Negativos
Terrible el olor a cañería. Insoportable. Y el televisor dañado.,Negativos
Falta un poco más de aseoen la habitación en general y la falta de cumplimiento con la reserva,Negativos
Hay ladrones de senora robo mi dinero cuando limpiando.de genrente sorporte a ella.la policia no ayudar tapoco .nunca mas aqui,Negativos
"terrible, nuestra habitación por estar al lado del puente temblaba cada vez que pasaba un carro, dos noches, además la nevera sonaba muy duro. no volveré.",Negativos
Me cobraron un valor diferente al públicado en la página de booking. Un valor de $30.000 más por concepto de aseo,Negativos
"Me cancelaron la reserva en este hotel, me hicieron supuestamente reserva para el Mirror me dijeron que allá ya me estaban esperando y llegue y no sabian nada de la reserva tube que esperar como media hora a qué me asignarán habitación",Negativos
"Los pisos mas elevados se siente el movimiento de la estructura antisísmica. Por otro lado se escucha todo los ruidos de las demás habitaciones, algo incomodo para poder descansar. En nuestro caso me toco llamar a recepción para que hicieran un llamado de atención y así poder dormir.",Negativos
Para el precio de la habitación y que no cuente con un televisor me parece ilogico,Negativos
"la señora Patricia desagradable nos dejo el huevo quemado nos preguntaba qué a qué horas nos íbamos insistentemente y no le gustaba abrir la
puerta",Negativos
"Huele mal la habitación, no muestran la realidad de las instalaciones, la ubicación pésima",Negativos
La almohadas tenían pelos y entraba mucha luz a la habitación,Negativos
"La recepcionista nos puso a esperar para el check in, cuando por fin lo iba a hacer hasta ahora le iban a hacer aseo a la habitación por lo tanto olía demasiado a Clorox. La sabana estaba motosa, vieja. La sobresabana tenia manchas de tinta y el baño tenía cosas en mal estado (la llave del lavamanos pelada, la caja de los registros sin tapa)
Adicional, en bookings decía 132.000 y ella me cobró 157.000",Negativos
"Es un lugar que no le recomendaría a nadie que buscará algo cómodo o con la mínima atención. Desde la llegada todo es incómodo para el huesped, la portería o mejor dicho los vigilante no están capacitados para recibir un huésped, el lugar es caótico; el precio aunque económico no compensa la poca calidad de las instalaciones, el personal, la atención nula o la inseguridad que puedes sentir por el tipo de servicio que presta no te permiten tener una buena experiencia. 

Las fotos no corresponden con la realidad del lugar.",Negativos
Muy mal servicio. Me entregaron la habitación más tarde de la hora prevista del Check in y al preguntarles la razón se molestaron. Además me tocó una habitación muy ruidosa (la ventana daba hacia una calle con locales con música hasta altas horas de la noche. Debería ser insonorizada),Negativos
"La habitación olía mucho a humedad, la alfombra se encontraba mojada, el colchón muy suave y la cama con ácaros no pudimos dormir bien de la alergia tan brava, lo hicimos saber en la recepción, quedaron de enviarnos a la persona encargada para ver si nos cambiaban de habitación y esta persona JAMAS llego, nunca había tenido ningún inconveniente pero esta vez fue terrible el hospedarnos aquí.",Negativos
"El estado de sus habitaciones muy regular , paredes sucias, pisos viejos, baño con baldosas viejas. Y el aseo de las camas muy deficiente.",Negativos
"Facilities are good, the problem is the staff. I got very sick and asked if it was possible to do late check out or extend my stay one more day. They took less than a second to answer with a plain NO. Is not much about whether or not it was possible to extend or not, my discomfort is more towards the lack of sense of service and empathy. My expectation was more around: ""are you OK? do you need any assistance? we'll see what we can do, etc. Instead I got: ""Hotel is booked, please leave the premises at noon"".",Negativos
"terrible que me dejara sin desayuno este vier es dizque porque cerraban a als 8:30 am , eos nuca apsa en un hotel de servicio y la anera como me contesto la señora del lobby peor y sino fuera por la señora de cocina que me dio un cafecito y me senti humillado y alano vuelvo ni lo recomendare",Negativos
La atención no tenía zona de Parqueadero y no nos proporcionaron opciones. En la página decía 99.000 y cobraron 138.000 el check out decía 12 y a las 11 nos sacaron,Negativos
"La habitación no tenia cortina, los huéspedes anteriores dañaron el BlackOut, durante el día, no se podía descansar por la luz que entraba al cuarto.
Se fue el agua el primer día de estancia, no nos pudimos bañar",Negativos
"El sistema de acceso a las habitaciones se desconfigura permanentemente, baje 5 veces a la recepcion para que me reconfiguran las llaves y el personal de la recepcion cero amable.",Negativos
"The room was dark,, very narrow and when we get there the room was not even ready for us at 8pm, then a nice girl from the staff looked for another room instead, if the price were less I could stand this kind of issues, but not for that much",Negativos
No es entendible si en el perfil del alojamiento ofrecen parqueadero y al momento de contactarlos dicen que no tienen cupos. Lo otro es que esta sobre una avenida en construcción y pues es muy difícil llegar,Negativos
"La habitación fue fue muy oscura, siempre se tenia que tener la luz prendida!",Negativos
"Pésimo servicio, habitacion con humedad y mal olor, cortinas dañadas, piso en mal estado, el desayuno es mínimo y es igual todos los dias. .",Negativos
La habitación pequeña. He estado en otras habitaciones más cómodas allá.,Negativos
"No hicieron cambio de sábanas , toallas ,el agua no era caliente",Negativos
"El desayuno podría estar mejor, aunque no es del todo malo, pero estuve 5 días y todos los días el huevo fue igual de insípido, así como los mismos panes, queso y jamón. No hubo variedad alguna. El jugo no es natural y se nota inmediatamente. El café deja mucho que desear. 
Las paredes del hotel son muy delgadas, por lo que todo se oye en habitaciones cercanas. Había un grupo grande y llegaban tarde, o se levantaban muy temprano y hacían mucho ruido, que se escuchaba muy duro.",Negativos
